buyer_name,implementation_location_other,No,DEPT/ENTITY,,supplier_numbers_other,supplier_name,company_registration_number,ITEM CATEGORY,items_description,items_quantity,cost_per_unit_zar,order_amount_zar,TOTAL VAL RECALC,order_number,invoice_number,SYS INVOICE AMOUNT,SYS INVOICE DATE,invoice_date,SYS INVOICE RECEIPT DATE,invoice_reciept_date,SYS PAYMENT DATE,payment_number,SYS DISPURSE NO,SYS PAYMENT AMOUNT,paymen_period,PAY VAR,STATUS,COMMITMENT OUTSTANDING,ORDERS CLOSED
Limpopo Department of Health,Limpopo,206,HEALTH,Health,MAAA0768865,Pat and Josh Business Consultants,2019/010916/07,,,,,,R0.00,NOT APPLIC,0024LPPD,"R47,810.00",06/03/2020,2020-03-06,06/03/2020,2020-06-03,07/07/2020,2677837,1198930,"R47,810.00",2020/07,"-R47,810.00",CLOSED,R0.00,"-R47,810.00"
Limpopo Department of Health,Limpopo,207,HEALTH,Health,MAAA0768865,Pat and Josh Business Consultants,2019/010916/07,,,,,,R0.00,NOT APPLIC,0023LPPD,"R57,260.00",06/01/2020,2020-01-06,07/06/2020,2020-07-06,07/07/2020,2677848,1198930,"R57,260.00",2020/07,"-R57,260.00",CLOSED,R0.00,"-R57,260.00"
Limpopo Department of Health,Limpopo,208,HEALTH,Health,MAAA0768865,Pat and Josh Business Consultants,2019/010916/07,,,,,,R0.00,NOT APPLIC,0026LPPD,"R322,735.00",06/05/2020,2020-05-06,07/06/2020,2020-07-06,07/07/2020,2677852,1198930,"R322,735.00",2020/07,"-R322,735.00",CLOSED,R0.00,"-R322,735.00"
Limpopo Department of Health,Limpopo,209,HEALTH,Health,MAAA0369096,Phutha Orako Trading,2014/270833/07,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,0 0 01981LPPD,"R576,450.00",06/06/2020,2020-06-06,06/08/2020,2020-06-08,6/17/2020,2672122,1196736,"R576,450.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,210,HEALTH,Health,MAAA0458370,Phuroku Projects,2015/092078/07,Protective Body Suit,Disposal protective body suite,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,3HLPPD,"R337,379.82",07/06/2020,2020-06-07,7/27/2020,2020-07-27,7/28/2020,2682620,1199961,"R337,379.82",2020/07,"R626,499.18",CLOSED,R0.00,"R626,499.18"
Limpopo Department of Health,Limpopo,211,HEALTH,Health,MAAA0458370,Phuroku Projects,2015/092078/07,,,,,,R0.00,NOT APPLIC,1HLPPD,"R144,662.49",07/06/2020,2020-06-07,7/27/2020,2020-07-27,7/28/2020,2682625,1199961,"R144,662.49",2020/07,"-R144,662.49",CLOSED,R0.00,"-R144,662.49"
Limpopo Department of Health,Limpopo,212,HEALTH,Health,MAAA0458370,Phuroku Projects,2015/092078/07,,,,,,R0.00,NOT APPLIC,2HLPPD,"R481,793.32",07/06/2020,2020-06-07,7/27/2020,2020-07-27,7/28/2020,2682629,1199961,"R481,793.32",2020/07,"-R481,793.32",CLOSED,R0.00,"-R481,793.32"
Limpopo Department of Health,Limpopo,213,HEALTH,Health,MAAA0535062,Pro Asanta,2016/148280/07,Digital Themormetres,Digital Themormetres,"4,000",1951.20,7804800.00,"R7,804,800.00",NOT APPLIC,2 5 47LPPD,"R7,804,800.00",5/13/2020,2020-05-13,5/14/2020,2020-05-14,06/03/2020,2669220,1195536,"R7,804,800.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,214,HEALTH,Health,MAAA0352514,Promed Technologies,2014/162486/07,Gloves,Glove Surg SterP/free size,"6,000",165.00,990000.00,"R990,000.00",NOT APPLIC,IN103877LPPD,"R989,998.20",5/27/2020,2020-05-27,7/28/2020,2020-07-28,7/28/2020,2682609,1199685,"R989,998.20",2020/07,R1.80,CLOSED,R0.00,R1.80
Limpopo Department of Health,Limpopo,215,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,Sanitiser,Manual Dispensers (1litres),"30,000",250.00,7500000.00,"R7,500,000.00",NOT APPLIC,I N V-4200LPPD,"R1,098,909.09",4/23/2020,2020-04-23,5/25/2020,2020-05-25,5/25/2020,2666955,1193421,"R1,098,909.09",2020/06,"R6,401,090.91",OPEN,"R6,401,090.91",R0.00
Limpopo Department of Health,Limpopo,216,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,Sanitiser,Hand Sanitisers (1litres),"30,000",170.00,5100000.00,"R5,100,000.00",NOT APPLIC,I N V-4182LPPD,"R1,326,035.10",4/16/2020,2020-04-16,4/16/2020,2020-04-16,4/30/2020,2660727,1192116,"R1,326,035.10",2020/06,"R3,773,964.90",OPEN,"R3,773,964.90",R0.00
Limpopo Department of Health,Limpopo,217,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,Sanitiser,Sanitisers Refills (1 liters),"900,000",170.00,153000000.00,"R153,000,000.00",NOT APPLIC,I N V-4847LPPD,"R1,370,916.29",06/12/2020,2020-12-06,6/17/2020,2020-06-17,6/19/2020,2672446,1196719,"R1,370,916.29",2020/06,"R151,629,083.71",OPEN,"R151,629,083.71",R0.00
Limpopo Department of Health,Limpopo,218,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4390LPPD,"R3,129,231.14",5/15/2020,2020-05-15,5/21/2020,2020-05-21,5/21/2020,2666092,1192868,"R3,129,231.14",2020/06,"-R3,129,231.14",OPEN,"-R3,129,231.14",R0.00
Limpopo Department of Health,Limpopo,219,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4744LPPD,"R3,133,310.98",5/29/2020,2020-05-29,06/04/2020,2020-06-04,06/04/2020,2669788,1195525,"R3,133,310.98",2020/06,"-R3,133,310.98",OPEN,"-R3,133,310.98",R0.00
Limpopo Department of Health,Limpopo,220,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4759LPPD,"R3,402,810.07",06/02/2020,2020-02-06,06/04/2020,2020-06-04,06/04/2020,2669762,1195525,"R3,402,810.07",2020/06,"-R3,402,810.07",OPEN,"-R3,402,810.07",R0.00
Limpopo Department of Health,Limpopo,221,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V4137,"R4,420,117.00",04/09/2020,2020-09-04,4/15/2020,2020-04-15,4/16/2020,2658912,1189663,"R4,420,117.00",2020/06,"-R4,420,117.00",OPEN,"-R4,420,117.00",R0.00
Limpopo Department of Health,Limpopo,222,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V 4171,"R4,535,720.06",4/14/2020,2020-04-14,4/15/2020,2020-04-15,4/16/2020,2658958,1189663,"R4,535,720.06",2020/06,"-R4,535,720.06",OPEN,"-R4,535,720.06",R0.00
Limpopo Department of Health,Limpopo,223,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4201LPPD,"R4,590,121.50",4/23/2020,2020-04-23,4/29/2020,2020-04-29,05/05/2020,2662867,1192116,"R4,590,121.50",2020/06,"-R4,590,121.50",OPEN,"-R4,590,121.50",R0.00
Limpopo Department of Health,Limpopo,224,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-2413LPPD,"R4,590,121.50",4/24/2020,2020-04-24,4/29/2020,2020-04-29,05/05/2020,2662882,1192116,"R4,590,121.50",2020/06,"-R4,590,121.50",OPEN,"-R4,590,121.50",R0.00
Limpopo Department of Health,Limpopo,225,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4741LPPD,"R5,919,836.23",5/28/2020,2020-05-28,06/08/2020,2020-06-08,06/09/2020,2671295,1195883,"R5,919,836.23",2020/06,"-R5,919,836.23",OPEN,"-R5,919,836.23",R0.00
Limpopo Department of Health,Limpopo,226,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4470LPPD,"R6,296,540.72",5/18/2020,2020-05-18,5/25/2020,2020-05-25,5/25/2020,2666941,1193421,"R6,296,540.72",2020/06,"-R6,296,540.72",OPEN,"-R6,296,540.72",R0.00
Limpopo Department of Health,Limpopo,227,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V 4085LPPD,"R6,299,872.50",04/06/2020,2020-06-04,04/09/2020,2020-04-09,4/15/2020,2658816,1189663,"R6,299,872.50",2020/06,"-R6,299,872.50",OPEN,"-R6,299,872.50",R0.00
Limpopo Department of Health,Limpopo,228,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V4172,"R6,299,872.50",4/14/2020,2020-04-14,4/15/2020,2020-04-15,4/16/2020,2658987,1189663,"R6,299,872.50",2020/06,"-R6,299,872.50",OPEN,"-R6,299,872.50",R0.00
Limpopo Department of Health,Limpopo,229,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4340LPPD,"R6,435,255.01",5/13/2020,2020-05-13,5/21/2020,2020-05-21,5/21/2020,2666100,1192868,"R6,435,255.01",2020/06,"-R6,435,255.01",OPEN,"-R6,435,255.01",R0.00
Limpopo Department of Health,Limpopo,230,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4767LPPD,"R6,805,620.14",06/05/2020,2020-05-06,06/08/2020,2020-06-08,06/09/2020,2671303,1195883,"R6,805,620.14",2020/06,"-R6,805,620.14",OPEN,"-R6,805,620.14",R0.00
Limpopo Department of Health,Limpopo,231,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4075LPPD,"R8,980,997.73",04/06/2020,2020-06-04,04/09/2020,2020-04-09,4/15/2020,2658814,1189663,"R8,980,997.73",2020/06,"-R8,980,997.73",OPEN,"-R8,980,997.73",R0.00
Limpopo Department of Health,Limpopo,232,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4645LPPD,"R9,000,109.40",5/21/2020,2020-05-21,5/25/2020,2020-05-25,5/25/2020,2666936,1193421,"R9,000,109.40",2020/06,"-R9,000,109.40",OPEN,"-R9,000,109.40",R0.00
Limpopo Department of Health,Limpopo,233,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,I N V-4188LPPD,"R17,346,409.16",4/20/2020,2020-04-20,5/25/2020,2020-05-25,5/25/2020,2666931,1193421,"R17,346,409.16",2020/06,"-R17,346,409.16",OPEN,"-R17,346,409.16",R0.00
Limpopo Department of Health,Limpopo,234,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4848LPPD,"R5,777,432.93",06/12/2020,2020-12-06,6/17/2020,2020-06-17,07/03/2020,2673005,1198913,"R5,777,432.93",2020/07,"-R5,777,432.93",OPEN,"-R5,777,432.93",R0.00
Limpopo Department of Health,Limpopo,235,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4893LPPD,"R5,100,135.00",6/22/2020,2020-06-22,6/23/2020,2020-06-23,7/24/2020,2674010,1199880,"R5,100,135.00",2020/07,"-R5,100,135.00",OPEN,"-R5,100,135.00",R0.00
Limpopo Department of Health,Limpopo,236,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4895LPPD,"R5,100,135.00",6/22/2020,2020-06-22,6/23/2020,2020-06-23,07/08/2020,2674014,1198913,"R5,100,135.00",2020/07,"-R5,100,135.00",OPEN,"-R5,100,135.00",R0.00
Limpopo Department of Health,Limpopo,237,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4784LPPD,"R3,133,522.94",06/09/2020,2020-09-06,6/28/2020,2020-06-28,07/08/2020,2674733,1198913,"R3,133,522.94",2020/07,"-R3,133,522.94",OPEN,"-R3,133,522.94",R0.00
Limpopo Department of Health,Limpopo,238,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4783LPPD,"R3,427,290.72",06/09/2020,2020-09-06,6/28/2020,2020-06-28,07/08/2020,2674735,1198913,"R3,427,290.72",2020/07,"-R3,427,290.72",OPEN,"-R3,427,290.72",R0.00
Limpopo Department of Health,Limpopo,239,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4916LPPD,"R3,722,588.54",6/25/2020,2020-06-25,6/28/2020,2020-06-28,07/08/2020,2674737,1198913,"R3,722,588.54",2020/07,"-R3,722,588.54",OPEN,"-R3,722,588.54",R0.00
Limpopo Department of Health,Limpopo,240,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4907LPPD,"R3,525,213.31",6/23/2020,2020-06-23,6/28/2020,2020-06-28,07/08/2020,2674738,1198913,"R3,525,213.31",2020/07,"-R3,525,213.31",OPEN,"-R3,525,213.31",R0.00
Limpopo Department of Health,Limpopo,241,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4909LPPD,"R5,100,135.00",6/23/2020,2020-06-23,6/28/2020,2020-06-28,07/08/2020,2674740,1198913,"R5,100,135.00",2020/07,"-R5,100,135.00",OPEN,"-R5,100,135.00",R0.00
Limpopo Department of Health,Limpopo,242,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4785LPPD,"R5,777,432.93",06/09/2020,2020-09-06,6/28/2020,2020-06-28,07/08/2020,2674743,1198913,"R5,777,432.93",2020/07,"-R5,777,432.93",OPEN,"-R5,777,432.93",R0.00
Limpopo Department of Health,Limpopo,243,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4908LPPD,"R5,100,135.00",6/23/2020,2020-06-23,6/28/2020,2020-06-28,07/08/2020,2674751,1198913,"R5,100,135.00",2020/07,"-R5,100,135.00",OPEN,"-R5,100,135.00",R0.00
Limpopo Department of Health,Limpopo,244,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4894LPPD,"R5,100,135.00",6/22/2020,2020-06-22,6/28/2020,2020-06-28,07/08/2020,2674754,1198913,"R5,100,135.00",2020/07,"-R5,100,135.00",OPEN,"-R5,100,135.00",R0.00
Limpopo Department of Health,Limpopo,245,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV -4906LPPD,"R5,100,135.00",6/23/2020,2020-06-23,6/28/2020,2020-06-28,07/08/2020,2674758,1198913,"R5,100,135.00",2020/07,"-R5,100,135.00",OPEN,"-R5,100,135.00",R0.00
Limpopo Department of Health,Limpopo,246,HEALTH,Health,MAAA0098650,Pro Secure Pty Ltd,2012/202605/07,,,,,,R0.00,NOT APPLIC,INV-4742LPPD,"R542,447.67",5/28/2020,2020-05-28,6/28/2020,2020-06-28,07/03/2020,2674768,1198913,"R542,447.67",2020/07,"-R542,447.67",OPEN,"-R542,447.67",R0.00
Limpopo Department of Health,Limpopo,247,HEALTH,Health,MAAA0021668,Protea Hotel- The Ranch Hotel,1964/009989/07,Accomodation,"Accommodation: Dinner, Bread, Lunch for 15 Staff Members Working in COVID19 Ward (Polokwane Hospital) for 30 Days",15,42000.00,630000.00,"R630,000.00",NOT APPLIC,L I MHEA1042020H/O,"R630,000.00",04/10/2020,2020-10-04,05/11/2020,2020-05-11,05/11/2020,2664311,1192184,"R630,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,248,HEALTH,Health,MAAA0002307,Qualipharm cc,1997/0052217/23,Cleaning,Qualiclean Sachets,"5,894",51.42,303069.48,"R303,069.48",,,,,,,,,,,,2020/06,"R303,069.48",OPEN,"R303,069.48",R0.00
Limpopo Department of Health,Limpopo,249,HEALTH,Health,MAAA0465177,R R A Trading,2009/001134/23,Masks - Surgical,3 Ply Mask Surgical,"100,000",18.00,1800000.00,"R1,800,000.00",NOT APPLIC,M A SK003LPPD,"R540,000.00",4/20/2020,2020-04-20,4/22/2020,2020-04-22,4/23/2020,2660134,1190001,"R540,000.00",2020/06,"R1,260,000.00",CLOSED,R0.00,"R1,260,000.00"
Limpopo Department of Health,Limpopo,250,HEALTH,Health,MAAA0465177,R R A Trading,2009/001134/23,,,,,,R0.00,NOT APPLIC,M A SK002LPPD,"R900,000.00",4/17/2020,2020-04-17,4/19/2020,2020-04-19,4/23/2020,2660143,1190001,"R900,000.00",2020/06,"-R900,000.00",CLOSED,R0.00,"-R900,000.00"
Limpopo Department of Health,Limpopo,251,HEALTH,Health,MAAA0465177,R R A Trading,2009/001134/23,,,,,,R0.00,NOT APPLIC,M A 001,"R360,000.00",04/04/2020,2020-04-04,04/08/2020,2020-04-08,04/09/2020,2658580,1189389,"R360,000.00",2020/06,"-R360,000.00",CLOSED,R0.00,"-R360,000.00"
Limpopo Department of Health,Limpopo,252,HEALTH,Health,MAAA0075818,Rebantle Trading and Projects (Pty)Ltd,2013/220398/07,Gloves,Heavy Duty Gloves,"10,000",27.00,270000.00,"R270,000.00",NOT APPLIC,R T P-DHO-009LPPD,"R141,750.00",06/05/2020,2020-05-06,06/08/2020,2020-06-08,06/09/2020,2671626,1195869,"R141,750.00",2020/06,"R128,250.00",CLOSED,R0.00,"R128,250.00"
Limpopo Department of Health,Limpopo,253,HEALTH,Health,MAAA0075818,Rebantle Trading and Projects (Pty)Ltd,2013/220398/07,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,R T P-DHO-008LPPD,"R243,000.00",06/01/2020,2020-01-06,06/03/2020,2020-06-03,06/04/2020,2670113,1195517,"R243,000.00",2020/06,"R333,450.00",CLOSED,R0.00,"R333,450.00"
Limpopo Department of Health,Limpopo,254,HEALTH,Health,MAAA0075818,Rebantle Trading and Projects (Pty)Ltd,2013/220398/07,,,,,,R0.00,NOT APPLIC,R T P-DHO-010LPPD,"R269,997.00",06/12/2020,2020-12-06,6/17/2020,2020-06-17,6/17/2020,2672449,1196708,"R269,997.00",2020/06,"-R269,997.00",CLOSED,R0.00,"-R269,997.00"
Limpopo Department of Health,Limpopo,255,HEALTH,Health,MAAA0568426,RIHM,2014/074121/07,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,3,"R2,000,000.00",4/14/2020,2020-04-14,4/15/2020,2020-04-15,4/17/2020,2659218,1189656,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,256,HEALTH,Health,MAAA0568426,RIHM,2014/074121/07,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,0 0 4LPPD,"R2,000,000.00",4/22/2020,2020-04-22,4/22/2020,2020-04-22,4/23/2020,2660124,1190104,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,257,HEALTH,Health,MAAA0568426,RIHM,2014/074121/07,Digital Themormetres,Digital Themormetres,"3,000",1720.00,5160000.00,"R5,160,000.00",NOT APPLIC,0 0 3LPPD,"R5,160,000.00",5/21/2020,2020-05-21,5/25/2020,2020-05-25,5/25/2020,2666952,1193420,"R5,160,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,258,HEALTH,Health,MAAA0719829,Samsrec Production,2013/098223/07,Masks - Face Cloth,Face Cloth Masks,"30,000",25.00,750000.00,"R750,000.00",NOT APPLIC,192LPPD,"R300,150.00",06/05/2020,2020-05-06,06/11/2020,2020-06-11,07/09/2020,2674746,1198932,"R300,150.00",2020/07,"R449,850.00",CLOSED,R0.00,"R449,850.00"
Limpopo Department of Health,Limpopo,259,HEALTH,Health,MAAA0719829,Samsrec Production,2013/098223/07,,,,,,R0.00,NOT APPLIC,193BLPPD,"R116,350.00",06/05/2020,2020-05-06,06/08/2020,2020-06-08,07/07/2020,2674748,1198932,"R116,350.00",2020/07,"-R116,350.00",CLOSED,R0.00,"-R116,350.00"
Limpopo Department of Health,Limpopo,260,HEALTH,Health,MAAA0719829,Samsrec Production,2013/098223/07,,,,,,R0.00,NOT APPLIC,193ALPPD,"R333,500.00",06/06/2020,2020-06-06,07/06/2020,2020-07-06,07/07/2020,2677841,1198932,"R333,500.00",2020/07,"-R333,500.00",CLOSED,R0.00,"-R333,500.00"
Limpopo Department of Health,Limpopo,261,HEALTH,Health,MAAA0007906,Sebaraboi Traders,2004/088483/23,Protective Body Suit,Disposable protective body suit,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,0040LPPD,"R144,662.49",7/22/2020,2020-07-22,7/27/2020,2020-07-27,7/28/2020,2682619,1199963,"R144,662.49",2020/07,"R819,216.51",CLOSED,R0.00,"R819,216.51"
Limpopo Department of Health,Limpopo,262,HEALTH,Health,MAAA0007906,Sebaraboi Traders,2004/088483/23,,,,,,R0.00,NOT APPLIC,00500LPPD,"R481,793.32",7/22/2020,2020-07-22,7/27/2020,2020-07-27,7/28/2020,2682624,1199963,"R481,793.32",2020/07,"-R481,793.32",CLOSED,R0.00,"-R481,793.32"
Limpopo Department of Health,Limpopo,263,HEALTH,Health,MAAA0007906,Sebaraboi Traders,2004/088483/23,,,,,,R0.00,NOT APPLIC,000300LPPD,"R337,379.82",7/22/2020,2020-07-22,7/27/2020,2020-07-27,7/28/2020,2682627,1199963,"R337,379.82",2020/07,"-R337,379.82",CLOSED,R0.00,"-R337,379.82"
Limpopo Department of Health,Limpopo,264,HEALTH,Health,MAAA0025034,Second Generation consultation,2017/454157/07,Protective Body Suit,Protective Cover Body suits,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,0001LPPD,"R963,835.64",07/07/2020,2020-07-07,07/10/2020,2020-07-10,7/22/2020,2680091,1199927,"R963,835.64",2020/07,R43.36,CLOSED,R0.00,R43.36
Limpopo Department of Health,Limpopo,265,HEALTH,Health,MAAA0693866,Sedi laka Projects,2016/023500/07,Masks - Surgical,3 Ply Mask Surgical,"500,000",20.00,10000000.00,"R10,000,000.00",NOT APPLIC,0 0 4LPPD,"R1,000,000.00",4/20/2020,2020-04-20,4/22/2020,2020-04-22,4/28/2020,2660331,1192114,"R1,000,000.00",2020/06,"R9,000,000.00",CLOSED,R0.00,"R9,000,000.00"
Limpopo Department of Health,Limpopo,266,HEALTH,Health,MAAA0693866,Sedi laka Projects,2016/023500/07,,,,,,R0.00,NOT APPLIC,2 0 2031,"R2,000,000.00",04/06/2020,2020-06-04,4/15/2020,2020-04-15,4/15/2020,2658810,1189658,"R2,000,000.00",2020/06,"-R2,000,000.00",CLOSED,R0.00,"-R2,000,000.00"
Limpopo Department of Health,Limpopo,267,HEALTH,Health,MAAA0693866,Sedi laka Projects,2016/023500/07,,,,,,R0.00,NOT APPLIC,0 0 3LPPD,"R3,000,000.00",4/17/2020,2020-04-17,4/21/2020,2020-04-21,4/29/2020,2660492,1192114,"R3,000,000.00",2020/06,"-R3,000,000.00",CLOSED,R0.00,"-R3,000,000.00"
Limpopo Department of Health,Limpopo,268,HEALTH,Health,MAAA0693866,Sedi laka Projects,2016/023500/07,,,,,,R0.00,NOT APPLIC,2,"R4,000,000.00",4/17/2020,2020-04-17,4/17/2020,2020-04-17,4/17/2020,2659209,1189658,"R4,000,000.00",2020/06,"-R4,000,000.00",CLOSED,R0.00,"-R4,000,000.00"
Limpopo Department of Health,Limpopo,269,HEALTH,Health,MAAA0574323,Seladi Consulting,2008/156029/23,Protective Body Suit,Disposable protective body suits,"3,871",249.00,963879.00,"R963,879.00",NOT APPLIC,HDSC001LPPD,"R293,373.67",7/13/2020,2020-07-13,7/16/2020,2020-07-16,7/22/2020,2680434,1199936,"R293,373.67",2020/07,"R670,505.33",CLOSED,R0.00,"R670,505.33"
Limpopo Department of Health,Limpopo,270,HEALTH,Health,MAAA0333795,Sejala Business Enterprise,2001/078975/23,Face Shields / Visors,Face Visors Shileds,"16,470",35.00,576450.00,"R576,450.00",NOT APPLIC,H E DP01LPPD,"R7,000.00",5/29/2020,2020-05-29,5/30/2020,2020-05-30,06/04/2020,2670066,1195479,"R7,000.00",2020/06,"R569,450.00",CLOSED,R0.00,"R569,450.00"
Limpopo Department of Health,Limpopo,271,HEALTH,Health,MAAA0333795,Sejala Business Enterprise,2001/078975/23,,,,,,R0.00,NOT APPLIC,H E DP02LPPD,"R7,000.00",5/29/2020,2020-05-29,06/01/2020,2020-06-01,06/04/2020,2670093,1195479,"R7,000.00",2020/06,"-R7,000.00",CLOSED,R0.00,"-R7,000.00"
Limpopo Department of Health,Limpopo,272,HEALTH,Health,MAAA0333795,Sejala Business Enterprise,2001/078975/23,,,,,,R0.00,NOT APPLIC,HEDP03LPPD,"R562,450.00",06/04/2020,2020-04-06,07/06/2020,2020-07-06,07/07/2020,2677842,1198838,"R562,450.00",2020/07,"-R562,450.00",CLOSED,R0.00,"-R562,450.00"
Limpopo Department of Health,Limpopo,273,HEALTH,Health,MAAA0138276,Septennial PTY LTD,2014/268251/07,Masks - Surgical,N95 Repiratory Masks,"46,154",27.50,1269235.00,"R1,269,235.00",NOT APPLIC,0701LPPD,"R1,269,235.00",07/06/2020,2020-06-07,07/10/2020,2020-07-10,7/22/2020,2680101,1199231,"R1,269,235.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Health,Limpopo,274,HEALTH,Health,MAAA0010664,Servest,1997/006391/07,Sanitiser,Sanitizer Despensers - Automated,753,980.00,737936.61,"R737,936.61",NOT APPLIC,OEIN0000732938,"R826,358.09",3/31/2020,2020-03-31,4/16/2020,2020-04-16,4/16/2020,2659024,1189654,"R826,358.09",2020/06,"-R88,421.48",CLOSED,R0.00,"-R88,421.48"
Limpopo Department of Health,Limpopo,275,HEALTH,Health,MAAA0010664,Servest,1997/006391/07,Admin & Marketing,Batteries,"3,012",19.00,57221.98,"R57,221.98",,,,,,,,,,,,,"R57,221.98",CLOSED,R0.00,"R57,221.98"
Limpopo Department of Health,Limpopo,276,HEALTH,Health,MAAA0010664,Servest,1997/006391/07,Cleaning,Antibactrial soap 25L,50,623.99,31199.50,"R31,199.50",,,,,,,,,,,,,"R31,199.50",CLOSED,R0.00,"R31,199.50"
Limpopo Department of Health,Limpopo,277,HEALTH,Health,MAAA0342514,Shilombe Trading,2012/041581/07,Masks - Surgical,3 Ply Mask Surgical,"100,000",20.00,2000000.00,"R2,000,000.00",NOT APPLIC,D P HL0001LPPD,"R2,000,000.00",04/06/2020,2020-06-04,04/09/2020,2020-04-09,4/23/2020,2659858,1190105,"R2,000,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
