Vote,Department,Description,Entity Name,CSD Supplier Number,Payment Amount,Commitment Amount,Total Expenditure
6,Vote 6 : Health,"Bed, ward ",STIEGELMEYER ,MAAA0006826 ,"R4,780,632.80 ",R0.00 ,"R4,780,632.80 "
6,Vote 6 : Health,"Bed, ward ",STIEGELMEYER ,MAAA0006826 ,"R2,302,865.80 ",R0.00 ,"R2,302,865.80 "
6,Vote 6 : Health,"Bed, ward ",STIEGELMEYER ,MAAA0006826 ,"R436,252.50 ",R0.00 ,"R436,252.50 "
6,Vote 6 : Health,"Bed, ward ",STIEGELMEYER ,MAAA0006826 ,"R1,890,738.00 ",R0.00 ,"R1,890,738.00 "
6,Vote 6 : Health,"Bed, ward ",STIEGELMEYER ,MAAA0006826 ,"R5,806,695.00 ",R0.00 ,"R5,806,695.00 "
6,Vote 6 : Health,BEDSIDE LOCKER ,STIEGELMEYER ,MAAA0006826 ,"R2,731,296.00 ",R0.00 ,"R2,731,296.00 "
6,Vote 6 : Health,BEDSIDE LOCKER ,STIEGELMEYER ,MAAA0006826 ,"R199,157.00 ",R0.00 ,"R199,157.00 "
6,Vote 6 : Health,"Examination Gloves Nitrile, M ",SUPRA HEALTHCARE ,MAAA0091094 ,"R2,526,550.00 ",R0.00 ,"R2,526,550.00 "
6,Vote 6 : Health,"Examination Gloves Nitrile, L ",SUPRA HEALTHCARE ,MAAA0091094 ,"R2,526,550.00 ",R0.00 ,"R2,526,550.00 "
6,Vote 6 : Health,"NITRILE GLOVES, SMALL ",Supra Healthcare ,MAAA0091094 ,"R24,132.75 ",R0.00 ,"R24,132.75 "
6,Vote 6 : Health,"NITRILE GLOVES, MEDIUM ",Supra Healthcare ,MAAA0091094 ,"R24,132.75 ",R0.00 ,"R24,132.75 "
6,Vote 6 : Health,"NITRILE GLOVES, LARGE ",Supra Healthcare ,MAAA0091094 ,"R160,885.00 ",R0.00 ,"R160,885.00 "
6,Vote 6 : Health,MASK N95 ,Swartz Networks Solutions ,MAAA0755337 ,"R5,800,000.00 ",R0.00 ,"R5,800,000.00 "
6,Vote 6 : Health,GOGGLES ,Swartz Networks Solutions ,MAAA0755337 ,"R275,000.00 ",R0.00 ,"R275,000.00 "
6,Vote 6 : Health,GLOVES NON STERILE SMALL ,Swartz Networks Solutions ,MAAA0755337 ,"R53,200.00 ",R0.00 ,"R53,200.00 "
6,Vote 6 : Health,GLOVES NON STERILE TYPE2 LARGE ,Swartz Networks Solutions ,MAAA0755337 ,"R85,500.00 ",R0.00 ,"R85,500.00 "
6,Vote 6 : Health,COVID MORTUARY - MASS FATALITY TEMPORARY FACILIT,Y TEQNIKO - EQUIPMENT ,MAAA0498806 ,"R2,540,178.50 ",R0.00 ,"R2,540,178.50 "
6,Vote 6 : Health,Trolley 3 tier ,TEQNIKO ENGINEERING ,MAAA0498806 ,"R68,425.00 ",R0.00 ,"R68,425.00 "
6,Vote 6 : Health,Drug Cabinet Large ,TEQNIKO ENGINEERING ,MAAA0498806 ,"R55,545.00 ",R0.00 ,"R55,545.00 "
6,Vote 6 : Health,Drug Cabinet Large ,TEQNIKO ENGINEERING ,MAAA0498806 ,"R15,870.00 ",R0.00 ,"R15,870.00 "
6,Vote 6 : Health,Drug Cabinet small ,TEQNIKO ENGINEERING ,MAAA0498806 ,"R17,940.00 ",R0.00 ,"R17,940.00 "
6,Vote 6 : Health,Mortuary Trolley ,TEQNIKO ENGINEERING ,MAAA0498806 ,"R59,875.90 ",R0.00 ,"R59,875.90 "
6,Vote 6 : Health,"Mortuary, Body Tray ",TEQNIKO ENGINEERING ,MAAA0498806 ,"R286,350.00 ",R0.00 ,"R286,350.00 "
6,Vote 6 : Health,"Mortuary, Installation ",TEQNIKO ENGINEERING ,MAAA0498806 ,"R82,966.75 ",R0.00 ,"R82,966.75 "
6,Vote 6 : Health,"Mortuary,Rack ",TEQNIKO ENGINEERING ,MAAA0498806 ,"R191,187.50 ",R0.00 ,"R191,187.50 "
6,Vote 6 : Health,Mortuary Trolley ,TEQNIKO ENGINEERING ,MAAA0498806 ,"R94,090.70 ",R0.00 ,"R94,090.70 "
6,Vote 6 : Health,Mortuary Equipment ,TEQNIKO ENGINEERING ,MAAA0498806 ,"R483,052.90 ",R0.00 ,"R483,052.90 "
6,Vote 6 : Health,Drainage system ,TEQNIKO ENGINEERING ,MAAA0498806 ,"R4,287.00 ",R0.00 ,"R4,287.00 "
6,Vote 6 : Health,"Mortuary, Brackets, Installation ",TEQNIKO ENGINEERING ,MAAA0498806 ,"R15,151.25 ",R0.00 ,"R15,151.25 "
6,Vote 6 : Health,Commode ,THOKOMALA MOBILITY SERVICE ,MAAA0054737 ,"R19,282.70 ",R0.00 ,"R19,282.70 "
6,Vote 6 : Health,Commode ,THOKOMALA MOBILITY SERVICE ,MAAA0054737 ,"R3,856.54 ",R0.00 ,"R3,856.54 "
6,Vote 6 : Health,Commode ,THOKOMALA MOBILITY SERVICE ,MAAA0054737 ,"R7,713.08 ",R0.00 ,"R7,713.08 "
6,Vote 6 : Health,Wheelchair ,THOKOMALA MOBILITY SERVICE ,MAAA0054737 ,"R52,307.52 ",R0.00 ,"R52,307.52 "
6,Vote 6 : Health,Wheelchair ,THOKOMALA MOBILITY SERVICE ,MAAA0054737 ,"R52,307.52 ",R0.00 ,"R52,307.52 "
6,Vote 6 : Health,Commode ,THOKOMALA MOBILITY SERVICE ,MAAA0054737 ,"R73,274.26 ",R0.00 ,"R73,274.26 "
6,Vote 6 : Health,COVID TRIAGE AND TESTING - RIEBEEK WEST CLINIC ,TOPSHELL ,MAAA0657885 ,"R552,762.34 ",R0.00 ,"R552,762.34 "
6,Vote 6 : Health,COVID TRIAGE AND TESTING - DIAZVILLE CLINIC ,TOPSHELL ,MAAA0657885 ,"R556,854.92 ",R0.00 ,"R556,854.92 "
6,Vote 6 : Health,COVID TRIAGE AND TESTING - DISTRICT SIX CDC ,TOPSHELL ,MAAA0657885 ,"R394,609.19 ",R0.00 ,"R394,609.19 "
6,Vote 6 : Health,COVID TRIAGE AND TESTING - GUGULETHU CHC ,TOPSHELL ,MAAA0657885 ,"R1,115,188.30 ",R0.00 ,"R1,115,188.30 "
6,Vote 6 : Health,COVID TRIAGE AND TESTING - HERMANUS CDC ,TOPSHELL ,MAAA0657885 ,"R350,000.00 ",R0.00 ,"R350,000.00 "
6,Vote 6 : Health,COVID TRIAGE AND TESTING - RETREAT CHC ,TOPSHELL ,MAAA0657885 ,"R876,663.51 ",R0.00 ,"R876,663.51 "
6,Vote 6 : Health,COVID TRIAGE AND TESTING - VELDDRIF (LAAIPLEK) CLINI,CTOPSHELL ,MAAA0657885 ,"R563,898.18 ",R0.00 ,"R563,898.18 "
6,Vote 6 : Health,COVID TRIAGE AND TESTING - STELLENBOSCH HOSPITAL ,TOPSHELL ,MAAA0657885 ,"R843,763.51 ",R0.00 ,"R843,763.51 "
6,Vote 6 : Health,COVID CARE ENABLING WORKS - BRACKENGATE INTERM,TOPSHELL ,MAAA0657885 ,"R89,077.26 ",R0.00 ,"R89,077.26 "
6,Vote 6 : Health,COVID CARE ENABLING WORKS - CTICC 1 INTERMEDIATE,TOPSHELL ,MAAA0657885 ,"R90,008.20 ",R0.00 ,"R90,008.20 "
6,Vote 6 : Health,HIRE OF TRUCK FOR LINEN DELIVERY ,TRIGON TRAVEL ,MAAA0059417 ,"R38,171.92 ",R0.00 ,"R38,171.92 "
6,Vote 6 : Health,HIRE OF TRUCK FOR LINEN DELIVERY ,TRIGON TRAVEL ,MAAA0059417 ,"R21,877.53 ",R0.00 ,"R21,877.53 "
6,Vote 6 : Health,"Bin, Large ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R54,000.00 ",R0.00 ,"R54,000.00 "
6,Vote 6 : Health,"Bin, Office ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R16,675.00 ",R0.00 ,"R16,675.00 "
6,Vote 6 : Health,"Bin, sluice ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R21,250.00 ",R0.00 ,"R21,250.00 "
6,Vote 6 : Health,"Bin, Square ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R57,750.00 ",R0.00 ,"R57,750.00 "
6,Vote 6 : Health,Buddi ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R3,150.00 ",R0.00 ,"R3,150.00 "
6,Vote 6 : Health,Buddi ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R12,000.00 ",R0.00 ,"R12,000.00 "
6,Vote 6 : Health,"Clock, wall ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R12,720.00 ",R0.00 ,"R12,720.00 "
6,Vote 6 : Health,"Clock, wall ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R1,560.00 ",R0.00 ,"R1,560.00 "
6,Vote 6 : Health,Doctor's chair ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R14,700.00 ",R0.00 ,"R14,700.00 "
6,Vote 6 : Health,Doctor's chair ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R2,450.00 ",R0.00 ,"R2,450.00 "
6,Vote 6 : Health,Doctor's chair ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R2,450.00 ",R0.00 ,"R2,450.00 "
6,Vote 6 : Health,Doctor's chair ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R24,500.00 ",R0.00 ,"R24,500.00 "
6,Vote 6 : Health,"Frames, picture, A1 ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R4,500.00 ",R0.00 ,"R4,500.00 "
6,Vote 6 : Health,"Frames, picture, A2 ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R5,405.00 ",R0.00 ,"R5,405.00 "
6,Vote 6 : Health,"Frames, picture, A3 ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R5,700.00 ",R0.00 ,"R5,700.00 "
6,Vote 6 : Health,"Frames, picture, A4 ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R11,200.00 ",R0.00 ,"R11,200.00 "
6,Vote 6 : Health,Fridge ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R156,000.00 ",R0.00 ,"R156,000.00 "
6,Vote 6 : Health,Key Cabinet ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R12,675.00 ",R0.00 ,"R12,675.00 "
6,Vote 6 : Health,Ladder ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R3,300.00 ",R0.00 ,"R3,300.00 "
6,Vote 6 : Health,Ladder ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R1,100.00 ",R0.00 ,"R1,100.00 "
6,Vote 6 : Health,Patient Slide ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R149,250.00 ",R0.00 ,"R149,250.00 "
6,Vote 6 : Health,Sanitizer stand ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R107,250.00 ",R0.00 ,"R107,250.00 "
6,Vote 6 : Health,Steel Cabinet ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R23,600.00 ",R0.00 ,"R23,600.00 "
6,Vote 6 : Health,Steel Cabinet ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R2,950.00 ",R0.00 ,"R2,950.00 "
6,Vote 6 : Health,Sweeper ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R62,250.00 ",R0.00 ,"R62,250.00 "
6,Vote 6 : Health,Television ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R30,000.00 ",R0.00 ,"R30,000.00 "
6,Vote 6 : Health,Television stand ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R14,000.00 ",R0.00 ,"R14,000.00 "
6,Vote 6 : Health,Whiteboard 1200X1200 ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R37,100.00 ",R0.00 ,"R37,100.00 "
6,Vote 6 : Health,Whiteboard 3000X1200 ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R142,500.00 ",R0.00 ,"R142,500.00 "
6,Vote 6 : Health,Whiteboard 3000X1200 ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R5,700.00 ",R0.00 ,"R5,700.00 "
6,Vote 6 : Health,Whiteboard 3000X1200 ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R5,900.00 ",R0.00 ,"R5,900.00 "
6,Vote 6 : Health,Wire cutting tool ,TRIPLE 3 SERVICES ,MAAA0754888 ,R600.00 ,R0.00 ,R600.00 
6,Vote 6 : Health,Wire tying tool ,TRIPLE 3 SERVICES ,MAAA0754888 ,R600.00 ,R0.00 ,R600.00 
6,Vote 6 : Health,Microwave ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R24,750.00 ",R0.00 ,"R24,750.00 "
6,Vote 6 : Health,Microwave ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R32,300.00 ",R0.00 ,"R32,300.00 "
6,Vote 6 : Health,Microwave ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R36,750.00 ",R0.00 ,"R36,750.00 "
6,Vote 6 : Health,"Clock, wall ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R22,515.00 ",R0.00 ,"R22,515.00 "
6,Vote 6 : Health,Buddi ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R42,000.00 ",R0.00 ,"R42,000.00 "
6,Vote 6 : Health,Sweeper ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R70,550.00 ",R0.00 ,"R70,550.00 "
6,Vote 6 : Health,"Bin, sluice ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R23,750.00 ",R0.00 ,"R23,750.00 "
6,Vote 6 : Health,Kettle ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R15,000.00 ",R0.00 ,"R15,000.00 "
6,Vote 6 : Health,Fridge ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R48,000.00 ",R0.00 ,"R48,000.00 "
6,Vote 6 : Health,Microwave ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R72,500.00 ",R0.00 ,"R72,500.00 "
6,Vote 6 : Health,Microwave ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R72,500.00 ",R0.00 ,"R72,500.00 "
6,Vote 6 : Health,"Frames, picture, A1 ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R12,880.00 ",R0.00 ,"R12,880.00 "
6,Vote 6 : Health,"Frames, picture, A2 ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R19,580.00 ",R0.00 ,"R19,580.00 "
6,Vote 6 : Health,"Frames, picture, A3 ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R35,000.00 ",R0.00 ,"R35,000.00 "
6,Vote 6 : Health,"Frames, picture, A4 ",TRIPLE 3 SERVICES ,MAAA0754888 ,"R53,300.00 ",R0.00 ,"R53,300.00 "
6,Vote 6 : Health,Kettle ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R5,400.00 ",R0.00 ,"R5,400.00 "
6,Vote 6 : Health,Bins Perforated funnel top ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R31,100.00 ",R0.00 ,"R31,100.00 "
6,Vote 6 : Health,Bin storage brushed s/s ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R16,800.00 ",R0.00 ,"R16,800.00 "
6,Vote 6 : Health,Whiteboard 900 x 600 ,TRIPLE 3 SERVICES ,MAAA0754888 ,R700.00 ,R0.00 ,R700.00 
6,Vote 6 : Health,Whiteboard 900 x 900 ,TRIPLE 3 SERVICES ,MAAA0754888 ,"R12,300.00 ",R0.00 ,"R12,300.00 "
6,Vote 6 : Health,CLEANER SPRAYER STIHL MODEL RE362 PLUS HIGH PRESSU,TRIPLE C MEDICAL SUPPLIES ,MAAA0829101 ,"R3,672.00 ",R0.00 ,"R3,672.00 "
6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE LARGE C,TRIPLE M MANUFACTURING ,MAAA0582586 ,"R5,991.50 ",R0.00 ,"R5,991.50 "
6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE EXTRA LA,TRIPLE M MANUFACTURING ,MAAA0582586 ,"R5,991.50 ",R0.00 ,"R5,991.50 "
6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE MEDIUM,TRIPLE M MANUFACTURING ,MAAA0582586 ,"R5,991.50 ",R0.00 ,"R5,991.50 "
6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE LARGE C,TRIPLE M MANUFACTURING ,MAAA0582586 ,"R8,987.25 ",R0.00 ,"R8,987.25 "
6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE EXTRA LA,TRIPLE M MANUFACTURING ,MAAA0582586 ,"R5,991.50 ",R0.00 ,"R5,991.50 "
6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE MEDIUM,TRIPLE M MANUFACTURING ,MAAA0582586 ,"R8,987.25 ",R0.00 ,"R8,987.25 "
6,Vote 6 : Health,SURGICAL MASK ,Triple N Medical Distributors ,MAAA0001283 ,"R130,200.00 ",R0.00 ,"R130,200.00 "
6,Vote 6 : Health,"Bin, Large ",TRIPLE PEAKS ,MAAA0130826 ,"R8,580.00 ",R0.00 ,"R8,580.00 "
6,Vote 6 : Health,"Bin, office ",TRIPLE PEAKS ,MAAA0130826 ,"R2,700.00 ",R0.00 ,"R2,700.00 "
6,Vote 6 : Health,"Bin, square ",TRIPLE PEAKS ,MAAA0130826 ,"R9,800.00 ",R0.00 ,"R9,800.00 "
6,Vote 6 : Health,Recliner ,TRIPLE PEAKS ,MAAA0130826 ,"R264,990.00 ",R0.00 ,"R264,990.00 "
6,Vote 6 : Health,Recliner ,TRIPLE PEAKS ,MAAA0130826 ,"R52,998.00 ",R0.00 ,"R52,998.00 "
6,Vote 6 : Health,Key Cabinet ,TRIPLE PEAKS ,MAAA0130826 ,"R8,262.00 ",R0.00 ,"R8,262.00 "
6,Vote 6 : Health,3 Tier trolley ,TRIPLE PEAKS ,MAAA0130826 ,"R78,680.00 ",R0.00 ,"R78,680.00 "
6,Vote 6 : Health,SHOE COVER ,Triple Peaks ,MAAA0130826 ,"R33,600.00 ",R0.00 ,"R33,600.00 "
6,Vote 6 : Health,"Waste Trolley, Large ",TRIWES ENGINEERING ,MAAA0043654 ,"R71,796.80 ",R0.00 ,"R71,796.80 "
6,Vote 6 : Health,"Waste Trolley, Small ",TRIWES ENGINEERING ,MAAA0043654 ,"R52,354.90 ",R0.00 ,"R52,354.90 "
6,Vote 6 : Health,SURGICAL MASK 3-PLY ,Walking Tall Trading & Projects 99/T,MAAA0147333 ,"R14,375,000.00 ",R0.00 ,"R14,375,000.00 "
6,Vote 6 : Health,COVID MORTUARY - MASS FATALITY TEMPORARY FACILITY,WCGH ENGINEERING,- ,"R1,467,000.00 ",R0.00 ,"R1,467,000.00 "
6,Vote 6 : Health,Laryngoscope ,WELCH ALLYN ,MAAA0007964 ,"R95,851.20 ",R0.00 ,"R95,851.20 "
6,Vote 6 : Health,Laryngoscope ,WELCH ALLYN ,MAAA0007964 ,"R143,776.80 ",R0.00 ,"R143,776.80 "
6,Vote 6 : Health,Ambubag Adult ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R295,000.00 ",R0.00 ,"R295,000.00 "
6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R3,550.05 ",R0.00 ,"R3,550.05 "
6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R5,578.65 ",R0.00 ,"R5,578.65 "
6,Vote 6 : Health,Catheter stand ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R9,614.00 ",R0.00 ,"R9,614.00 "
6,Vote 6 : Health,Catheter stand ,WEST COAST TECHNOLOGY ,MAAA0184451 ,R920.00 ,R0.00 ,R920.00 
6,Vote 6 : Health,Catheter stand ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R7,245.00 ",R0.00 ,"R7,245.00 "
6,Vote 6 : Health,Dripstand ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R540,270.00 ",R0.00 ,"R540,270.00 "
6,Vote 6 : Health,Dripstand ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R27,013.50 ",R0.00 ,"R27,013.50 "
6,Vote 6 : Health,Dripstand ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R27,013.50 ",R0.00 ,"R27,013.50 "
6,Vote 6 : Health,Flowmeter double ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R223,560.00 ",R0.00 ,"R223,560.00 "
6,Vote 6 : Health,Flowmeter double ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R71,012.50 ",R0.00 ,"R71,012.50 "
6,Vote 6 : Health,Flowmeter double ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R160,425.00 ",R0.00 ,"R160,425.00 "
6,Vote 6 : Health,Flowmeter single ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R94,300.00 ",R0.00 ,"R94,300.00 "
6,Vote 6 : Health,Flowmeter single ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R70,725.00 ",R0.00 ,"R70,725.00 "
6,Vote 6 : Health,Flowmeter double ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R1,495,000.00 ",R0.00 ,"R1,495,000.00 "
6,Vote 6 : Health,"Hammer, reflex ",WEST COAST TECHNOLOGY ,MAAA0184451 ,"R1,759.50 ",R0.00 ,"R1,759.50 "
6,Vote 6 : Health,Stethoscope ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R16,560.00 ",R0.00 ,"R16,560.00 "
6,Vote 6 : Health,Stand Urine bag ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R8,452.50 ",R0.00 ,"R8,452.50 "
6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R1,014.30 ",R0.00 ,"R1,014.30 "
6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R1,014.30 ",R0.00 ,"R1,014.30 "
6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R1,014.30 ",R0.00 ,"R1,014.30 "
6,Vote 6 : Health,Dripstand ,WEST COAST TECHNOLOGY ,MAAA0184451 ,"R379,500.00 ",R0.00 ,"R379,500.00 "
6,Vote 6 : Health,"Hammer, Reflex ",WEST COAST TECHNOLOGY ,MAAA0184451 ,"R4,395.30 ",R0.00 ,"R4,395.30 "
6,Vote 6 : Health,Mobile Aneroid ,WEST COAST TECHNOLOGY ,MAAA0184451 ,R948.75 ,R0.00 ,R948.75 
6,Vote 6 : Health,Hand Sanitizer ,XERUS ,MAAA0007334 ,"R84,172.00 ",R0.00 ,"R84,172.00 "
6,Vote 6 : Health,"CLEANER, HAND, ALCOHOL, HAND RUB, 20LT ",Xerus ,MAAA0007334 ,"R65,629.35 ",R0.00 ,"R65,629.35 "
6,Vote 6 : Health,"CLEANER, HAND, ALCOHOL, HAND RUB, 500ML ",Xerus ,MAAA0007334 ,"R2,225.16 ",R0.00 ,"R2,225.16 "
6,Vote 6 : Health,"CLEANER, HAND, ALCOHOL, HAND RUB, 5LT ",Xerus ,MAAA0007334 ,"R166,128.80 ",R0.00 ,"R166,128.80 "
6,Vote 6 : Health,COVID Palliative care - Lentegeur Hospital Palliative Car,eZAF Facility Construction Ward 99 ,MAAA0111924 ,"R2,599,087.00 ",R0.00 ,"R2,599,087.00 "
6,Vote 6 : Health,PPE KITS SMALL ,Zans African Medical ,MAAA0023543 ,"R268,735.60 ",R0.00 ,"R268,735.60 "
6,Vote 6 : Health,PPE KITS MEDUIM ,Zans African Medical ,MAAA0023543 ,"R27,840.00 ",R0.00 ,"R27,840.00 "
6,Vote 6 : Health,PPE KITS LARGE ,Zans African Medical ,MAAA0023543 ,"R577,508.32 ",R0.00 ,"R577,508.32 "
6,Vote 6 : Health,"PPE KITS,X-LARGE ",Zans African Medical ,MAAA0023543 ,"R424,020.00 ",R0.00 ,"R424,020.00 "
6,Vote 6 : Health,"PPE Kit, 2 x LARGE ",Zans African Medical ,MAAA0023543 ,"R407,836.80 ",R0.00 ,"R407,836.80 "
6,Vote 6 : Health,PPE KIT X-LARGE ,Zans African Medical ,MAAA0023543 ,"R2,826,800.00 ",R0.00 ,"R2,826,800.00 "
6,Vote 6 : Health,PPE KIT X-LARGE ,Zans African Medical ,MAAA0023543 ,"R1,896,782.80 ",R0.00 ,"R1,896,782.80 "
6,Vote 6 : Health,"PPE Kit, 2 x LARGE ",Zans African Medical ,MAAA0023543 ,"R3,823,470.00 ",R0.00 ,"R3,823,470.00 "
6,Vote 6 : Health,"PPE Kit, 3 x LARGE ",Zans African Medical ,MAAA0023543 ,"R718,450.00 ",R0.00 ,"R718,450.00 "
6,Vote 6 : Health,PPE KITS SMALL ,Zans African Medical ,MAAA0023543 ,"R41,133.00 ",R0.00 ,"R41,133.00 "
7,Vote 7 : Social Development,DISINFECTANT ,AB INDUSTRIAL AND HOME MAINTE,MAAA0160000 ,"R166,566.00 ",R0.00 ,"R166,566.00 "
7,Vote 7 : Social Development,"SANITIZER DETERGENT , ALCOHOL BASED, GERMKILL, 100M",AB INDUSTRIAL AND HOME MAINTE,MAAA0160000 ,"R195,500.00 ",R0.00 ,"R195,500.00 "
7,Vote 7 : Social Development,"THERMOMETER , NON-CONTACT, DIGITAL, INT-826 ",INTERMED ,MAAA0162480 ,"R73,657.50 ",R0.00 ,"R73,657.50 "
7,Vote 7 : Social Development,"MASK,MEDICAL SURGICAL , FACE ",J AND J REWARDS (PTY) LTD ,MAAA0903642 ,"R195,500.00 ",R0.00 ,"R195,500.00 "
7,Vote 7 : Social Development,"THERMOMETER , DIGITAL, LASER, INFRARED, NON-CONTA",SOLARGREENSA,MAAA0155055 ,"R2,480.00 ",R0.00 ,"R2,480.00 "
7,Vote 7 : Social Development,"MASK,MEDICAL SURGICAL , FACE ",TRIPLE PEAKS COMMODITIES PTY LT,MAAA0130826 ,"R49,700.00 ",R0.00 ,"R49,700.00 "
7,Vote 7 : Social Development,"MASK,MEDICAL SURGICAL , FACE ",VIRTUEDA HEALTH ,MAAA0784255 ,"R161,000.00 ",R0.00 ,"R161,000.00 "
8,Vote 8 : Human Settlements,"MASK, PROTECTIVE ",SPARKS AND ELLIS ,MAAA0029943 ,"R19,780.00 ",R0.00 ,"R19,780.00 "
9,Vote 9 : Environment Affairs,THERMOMETER ,ASSUR DEVELOPERS ,MAAA0589528 ,"R8,910.00 ",R0.00 ,"R8,910.00 "
9,Vote 9 : Environment Affairs,"COVERALL , PROTECTIVE BODYSUITS, DISPOSABLE, LARGE",ENIGMA DESIGNS ,MAAA0460917 ,"R16,000.00 ",R0.00 ,"R16,000.00 "
9,Vote 9 : Environment Affairs,"DISINFECTANT , PERESAL, 5 LT ",ENIGMA DESIGNS ,MAAA0460917 ,"R2,280.00 ",R0.00 ,"R2,280.00 "
9,Vote 9 : Environment Affairs,"FOOTWEAR ,BOOT COVER,OVERSHOE,NON-WOVEN,SING",ENIGMA DESIGNS ,MAAA0460917,"R1,000.00",R0.00,"R1,000.00 "
9,Vote 9 : Environment Affairs,"GLOVE,EXAMINATION ",ENIGMA DESIGNS ,MAAA0460917 ,"R1,800.00 ",R0.00 ,"R1,800.00 "
9,Vote 9 : Environment Affairs,"GLOVES , HEAVY DUTY, BLACK, ELBOW LENGTH, ONE SIZE ",ENIGMA DESIGNS ,MAAA0460917 ,"R1,400.00 ",R0.00 ,"R1,400.00 "
9,Vote 9 : Environment Affairs,"GOGGLES,SAFETY ",ENIGMA DESIGNS ,MAAA0460917 ,"R6,000.00 ",R0.00 ,"R6,000.00 "
9,Vote 9 : Environment Affairs,"MASK,DUST , NON RETURN VALVE, CODE FFP2 ",ENIGMA DESIGNS ,MAAA0460917 ,"R18,000.00 ",R0.00 ,"R18,000.00 "
