TABLE,INSTITUTION,DATE OF AWARD,PRODUCT,ITEM,DESCRIPTION,UNIT OF MEASURE,PRICE PER UNIT OF MEASURE IN RANDS (incl. VAT),QUALITY OF UNITS,ORDER AMT IN RANDS,SUPPLIER NAME
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Health,2020/04/24,Gloves,Gloves: Examination (Latex),Examination Non-Sterile,Box/100,"R183,00",20000,"R3 660 000,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Human Settlements,2020/03/17,Sanitizers,Disinfectant,Hydrogen Peroxide 30% or Higher,25L,"R2 287,35",200,"R457 470,00",MX Distributors
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Human Settlements,2020/03/17,Sanitizers,Sanitizer,N/A,1L,"R165,00",1600,"R264 000,00",Clieneve CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Human Settlements,2020/04/17,Sanitizers,Sanitizer,N/A,60ml,"R39,50",8500,"R335 750,00",Clieneve CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Human Settlements,2020/05/13,Sanitizers,Soap- Bar,N/A,125g,"R12,53",91586,"R1 147 572,58",lntuthuko Engineering
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Human Settlements,2020/05/26,Cleaning,Decontamination Services,Decontamination of the offices and cars,16 floors and 30 cars,"R18 055,00",1,"R18 055,00",Gateway Pest Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Human Settlements,,Masks,Masks (Cloth),Masks,Each,"R28,75",1448,"R41 630,00",House of Graduates
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/03/26,Sanitizers,Sanitizer,Sanitizers for the Department,500ml,"R62,10",100,"R6 210,00",Unitrade
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/03/31,Gloves,Gloves,Gloves (medium and Small),Box,"R47,86",6,"R287,16",Medi -Core Technologies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/04/07,Catering,Catering Departmental,Catering for command team,unit,"R232,48",80,"R18 598,75",Occassion Shiner Catering and Decor
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/04/16,Catering,Catering Departmental,Catering for command team,unit,"R216,58",80,"R17 326,50",Occassion Shiner Catering and Decor
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/04/22,Catering,Catering Departmental,Catering for command team,unit,"R223,84",160,"R35 815,00",Occassion Shiner Catering and Decor
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/04/30,Catering,Catering Departmental,Catering for command team,unit,"R260,84",80,"R20 867,50",Jailbreak Caterers
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/03/26,Advertisements,Advert : Marketing,Marketing,unit,"R145 875,00",1,"R145 875,00",Open Season Multimedia
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/04/14,Advertisements,Advert : Marketing,Marketing,unit,"R228 525,57",1,"R228 525,57",lzibuko
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/05/07,Catering,Catering Command Centre,Catering,Number of attendees,"R216,02",80,"R17 281,25",Occassion Shiner Catering and Decor
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/05/08,Masks,Masks (Cloth),Clothing face mask,Unit,"R22,58",3000,"R67 750,00",Bruno's Custom Clothing
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/05/08,Themometers,Thermometers: Digital,Digital Body Thermometer scan,Unit,"R2 300,00",15,"R34 500,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/05/12,Catering,Catering Command Centre,Catering,Number of attendees,"R249,69",80,"R19 975,00",Sweety NU 4U
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/05/13,Sanitizers,Sanitizer,Sanitizers,Unit,"R78,40",1000,"R78 400,00",Unitrade
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/05/13,Catering,Catering Departmental,Catering,Number of attendees,"R275,06",160,"R44 010,00",Occassion Shiner Catering and Decor
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/05/19,Catering,Catering Command Centre,Catering for command team,Number of attendees,"R273,75",80,"R21 900,00",Jailbreak Caterers
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/05/20,Catering,Catering Departmental,Premier's meeting with Religious sector,Number of attendees,"R92,00",35,"R3 220,00",Occassion Shiner Catering and Decor
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/05/26,Catering,Catering Command Centre,Catering for command team,Number of attendees,"R185,45",100,"R18 545,00",Jailbreak Caterers
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/06/04,PPE,Visor/ Face-Shield,Face Shield,Each,"R43,13",200,"R8 625,00",Bidvest Waltons - Pietermaritzburg
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/06/15,PPE,Personnel Protective Equipment,Desk screens,Dimensions,"R632,50",200,"R126 500,00",Alpha Office Fuminture
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/06/15,PPE,Personnel Protective Equipment,Desk screens,Dimensions,"R747,50",400,"R299 000,00",Alpha Office Fuminture
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/06/17,Other,Provide Details,Transportation of bottled water donated to fight COVID-19,1 Pallet,"R1 301,01",99,"R128 799,99",Lovemore Bros Transport
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/06/23,Catering,Catering Command Centre,Catering for command team,number of attendees,"R192,63",100,"R19 262,50",Occassion Shiner Catering and Decor
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/06/25,Catering,Catering Command Centre,Catering for Command team,Number of attendees,"R221,50",100,"R22 150,00",Jailbreak Caterers
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/06/30,Catering,Catering Command Centre,Catering for Command team,Number of attendees,"R188,50",100,"R18 850,00",Occassion Shiner Catering and Decor
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/07/07,Catering,Catering Command Centre,Catering for Command team,Number of attendees,"R236,83",80,"R18 946,24",Occassion Shiner Catering and Decor
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Office of the Premier,2020/07/16,Sanitizers,Sanitizer,"Decanting, rebottling and delivery of sanitizers",ml,"R19,00",25000,"R475 000,00",Euphoric Technologies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/03/26,Sanitizers,Sanitizer,Sanitizer 2*25 Litre,25l,"R3 450,00",2,"R6 900,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/03/26,Sanitizers,Sanitizer,Medical Hand Sanitizer 30*500ML,500ml,"R103,50",30,"R3 105,00",Allenco Medical & Dental supplies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/04/21,Gloves,Gloves,Latex Gloves 50 Boxes of 100 Units,Box of 100,"R49,86",50,"R2 493,00",Evergreen Latex cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/04/21,Masks,Masks (Cloth),Face Mask 12 Boxes of 50 Units,Box of 5O,"R516,24",12,"R6 194,88",Unitrade
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/05/06,Sanitizers,Sanitizer,Sanitizer4*25 Litre,25L,"R13 800,00",1,"R13 800,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/05/06,Themometers,Thermometers: Digital,8 Thermometers,8,"R2 527,12",8,"R20 216,96",Multisurge
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/05/08,Masks,Masks (Cloth),3 Layer cloth Mask,Each,"R25,00",1220,"R30 500,00",Ubucubu Home Industries
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/05/18,PPE,Visor/ Face-Shield,Acrylic Plastic Safety Shield Screen,Each,"R6 200,00",1,"R6 200,00",Bekezela Marketing
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/05/18,PPE,Visor/ Face-Shield,acrylic Safety protective Barrierrs with solid,Each,"R4 375,00",4,"R17 500,00",Bekezela Marketing
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/05/26,PPE,Visor/ Face-Shield,acrylic Safety protective Barrierrs with solid,Each,"R1 932,00",18,"R34 776,00",Howards Production
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/05/26,Sanitizers,Wet Wipes - Hand,Wet Wipes for use in the Photocopier Machines,400pack,"R280,00",100,"R28 000,00",Zakhanya Fitness
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/03/17,Cleaning,Cleaning Services,500ml Sanitizer with stand & refill weekly until july and sanitize door handles and main entrance 4 times a day for 4 months,Each,"R5 512,50",34,"R187 425,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/05/27,Cleaning,Decontamination Services,Variation is respect of deep cleaning & daily office disinfecting (Deep cleaning for three buildings),Each,"R23 034,88",3,"R69 104,64
R190 008,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/05/27,PPE,Protective Clothing,"Visor/Facial masks, durable heavy duty, face cloth masks,durable proctective suit , safety boots, overshoes",Each,"R27 144,00",7,"R7 981,00",Bonisa Mobile Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/06/15,Dispensers,Sanitizer Refill Bottles,100ml Sanitizer spray bottles,Each,"R19,95",400,,Howards Production
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/06/26,PPE,Personnel Protective Equipment,Personal Protective Clothing,Each,"R34 775,00",1,"R34 775,00",T&T Agencies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Provincial Treasury,2020/06/24,Security,Guards,Additional securities,Each,"R47 942,58",5,"R239 712,90",East Coast Patrol CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Public Works,2020/03/19,Sanitizers,Sanitizer,Suppy and deliver 500ML BatiCide Hand Disinfectant 0.5% Chlorhexidine Gluconate in 70% Alcohol,500ml,"R149,50",200,"R29 900,00",R M A Consulting
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Public Works,2020/03/24,Sanitizers,Sanitizer,ZNQ359/19/20: Appointment of a suitable servcice provider for the supply and delivery of 1250 Hand Sanitizers for the Department,500ml,"R92,00",1250,"R115 000,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Public Works,2020/06/28,Cleaning,Fogging,ZNT01/20/21: Appointment of the service provider to provide deep cleaning by means of fogging to disinfact all 6 KZN public works offices under Ethekwini Region Office and 92 Vehicles in preparation for the return of employees to work,6 Offices (10 390 square metres) & 92 State Vehicles,"R18,78",10390,"R195 095,90",One Source Global
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Public Works,2020/06/28,Cleaning,Fogging,ZNT03/20/21: Appointment of the service provider to provide deep deaanin by means of fogging to disinfact all 7 KZN public works offices under North Coast Region Office and 127 Vehicles in preparation for the return of employees to work,7 Offices (57 787 square metres) & 127 State Vehicles,"R9,51",57787,"R549 583,26",V-Tom Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Public Works,2020/06/28,Cleaning,Fogging,ZNT02/20/21: Appointment of the service provider to provide deep cleaning by means of fogging to disinfact all 5 KZN public works offices under Mildands Region Office and 66 Vehicles in preparation for the return of employees to work,5 Offices ( 22 222 square metres) & 66 State Vehicles,"R20,18",22222,"R448 495,51",Ngcebo Agricultural and Rural Development
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Public Works,2020/06/28,Cleaning,Fogging,ZNT04/20/21: Appointment of the service provider to provide deep cleaning by means of fogging to disinfact all 5 KZN public works offices under Head Office and Southam Region Office and 74 Vehicle in preparation for the return of employees to work,5 Offices (32 626 square metres) & 74 State Vehicles,"R19,39",32626,"R632 500,00",R M A Consulting
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/24,Masks,Masks (n95),Mask- N95,Pack of 50,"R95,45",83,"R7 922,35",Ngezolusha Suppliers and Trading t/a Nduru Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/25,Masks,Masks (n95),Mask- N95,Pack of 20,"R85,00",100,"R8 500,00",King K Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/24,Masks,Mask (Surgical),Mask - Surgical,Pack of 20,"R22,80",208,"R4 742,40",Ngezolusha Suppliers and Trading t/a Nduru Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Masks,Mask (Surgical),Mask - Surgical,Pack of 100,"R25,88",14700,"R380 362,50",Umnyeovou Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Masks,Mask (Surgical),Mask - Surgical,Pack of 10,"R195,00",16000,"R3 120 000,00",Info Tech Evolution  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/25,Masks,Mask (Surgical),Mask - Surgical,Pack of 50,"R50,00",1000,"R50 000,00",King K Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/19,Masks,Mask (Surgical),Mask - Surgical,Pack of 80,"R19,50",10000,"R195 000,00",Youth Development 12 (Pty) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Masks,Mask (Surgical),Mask - Surgical,Box of 50,"R22,50",10000,"R225 000,00",Umnyeovou Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Masks,Mask (Surgical),Mask - Surgical,Box of 50,"R34,50",10000,"R345 000,00",Mabugana Group t/a Aqua Amazing  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Masks,Mask (Surgical),Mask - Surgical,Pack of 50,"R25,00",5000,"R125 000,00",Siphiwenonkosi Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Masks,Mask (FFP2),Mask - Surgical,Pack of 50,"R200,00",200,"R40 000,00",Ntethe Trading {Ply) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Masks,Mask (Surgical),Mask - Surgical,Single,"R60,00",3000,"R180 000,00",Mpumelelo Dlaba (Pty) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Masks,Mask (Surgical),Mask - Surgical,Single,"R51,75",8500,"R439 875,00",lbusaphi Trading {Ply) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Masks,Mask (Surgical),Mask - Surgical,Single,"R55,00",4500,"R247 500,00",lnqikithi Trading Enterprise  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/24,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Pack of 100,"R157,00",50,"R7 850,00",Ngezolusha Suppliers and Trading t/a Nduru Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Pack of 100,"R180,55",3000,"R541 650,00",Umnyeovou Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Pack of 50,"R120,00",3000,"R360 000,00",Info Tech Evolution  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/19,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Box of 100,"R185,00",268,"R49 580,00",Youth Development 12 (Pty) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Box of 100,"R145,80",268,"R39 074,40",Umnyeovou Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Box of 100,"R212,75",268,"R57 017,00",Mabugana Group t/a Aqua Amazing  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/25,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Box of 100,"R300,00",166,"R49 800,00",King K Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Box,"R200,00",300,"R60 000,00",Siphiwenonkosi Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Pack of 100,"R250,00",200,"R50 000,00",Ntethe Trading (Ply) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Pack of 100,"R110,00",110,"R12 100,00",Mpumelelo Dlaba {Ply) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Pack of 100,"R402,50",3600,"R1 449 000,00",lbusaphi Trading (Pty) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Gloves,Gloves: Examination (Latex),"""Gloves - Surgical & Examination - Natural Rubber Latex""",Pack of 100,"R320,00",110,"R35 200,00",lnqikithi Trading Enterprise  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/24,Sanitizers,Sanitizer,Sanitisers,5L,"R630,00",909,"R572 670,00",Ngezolusha Suppliers and Trading t/a Nduru Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Sanitizer,Sanitisers,5L,"R724,50",980,"R710 010,00",Umnyeovou Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Sanitizer,Sanitisers,5L,"R750,00",600,"R450 000,00",Info Tech Evolution  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Sanitizer,Sanitisers,100ml,"R39,00",12000,"R468 000,00",Ngome Steam Pot {Ply) Ltd 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Sanitizer,Sanitisers,100ml,"R40,00",12000,"R480 000,00",Velakabusha General Trading 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Sanitizer,Sanitisers,100ml,"R39,50",12000,"R474 000,00",Bhomela General Trading Enterprise 
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Sanitizer,Sanitisers,100ml,"R40,00",12000,"R480 000,00",Ntethe Trading (Pty) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Sanitizer,Sanitisers,5L Each,"R607,50",100,"R60 750,00",Umnyeovou Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Sanitizer,Sanitisers,5L Each,"R805,00",100,"R80 500,00",Mabugana Group t/a Aqua Amazing  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Sanitizer,Sanitisers,5L Each,"R517,50",50,"R25 875,00",Zama Trading (Pty) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Sanitizer,Sanitisers,5L Each,"R517,50",50,"R25 875,00",Zama Trading (Pty) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Sanitizer,Sanitisers,5L Each,"R650,00",50,"R32 500,00",Beyond Hospitality Solutions  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/19,Sanitizers,Sanitizer,Sanitisers,5L Each,"R780,00",100,"R78 000,00",Youth Development 12 (Pty) Ltd  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Sanitizers,Sanitizer,Sanitisers,5L Each,"R600,00",200,"R120 000,00",Siphiwenonkosi Trading  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Sanitizers,Sanitizer,Sanitisers,5L,"R890,00",10,"R8 900,00",Ntethe Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Sanitizers,Sanitizer,Sanitisers,5L,"R1 100,00",10,"R11 000,00",Mpumelelo Dlaba (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Sanitizers,Sanitizer,Sanitisers,5L,"R1 035,00",1000,"R1 035 000,00",lbusaphi Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Sanitizers,Sanitizer,Sanitisers,5L,"R950,00",22,"R20 900,00",lnqikithi Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Sanitizers,Sanitizer,Sanitizer with Dispenser,500 ml,"R115,00",500,"R57 500,00",lbusaphi Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Sanitizers,Sanitizer,Sanitisers (H/O),N/A,"R3 000,00",1,"R3 000,00",N/A
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/24,Sanitizers,Wipes - Toilet Seat,Other. Flushable Toilet seat wipes,Pack of 5O,"R78,40",300,"R23 520,00",Ngezolusha Suppliers and Trading t/a Nduru Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Wipes - Toilet Seat,Other. Flushable Toilet seat wipes,Pack of 100,"R90,16",4900,"R441 784,00",Umnyeovou Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Wipes - Toilet Seat,Other. Flushable Toilet seat wipes,Pack of 5O,"R75,00",6000,"R450 000,00",Info Tech Evolution
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/19,Sanitizers,Wipes - Toilet Seat,Other. Flushable Toilet seat wipes,Box of 100,"R110,00",1000,"R110 000,00",Youth Development 12 (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/19,Sanitizers,Wipes - Toilet Seat,Other. Flushable Toilet seat wipes,Box of 100,"R110,00",1000,"R110 000,00",Umnyeovou Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Sanitizers,Wipes - Toilet Seat,Other. Flushable Toilet seat wipes,Box of 100,"R149,50",1000,"R149 500,00",Mabugana Group t/a Aqua Amazing  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/25,Sanitizers,Wipes - Toilet Seat,Other. Flushable Toilet seat wipes,Box of 100,"R200,00",1000,"R200 000,00",King K Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Sanitizers,Wipes- Toilet Seat,Other. Flushable Toilet seat wipes,Box of 80,"R70,00",1000,"R70 000,00",Siphiwenonkosi Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Sanitizers,Wipes - Toilet Seat,Other. Flushable Toilet seat wipes,Pack,"R40,00",100,"R4 000,00",Ntethe Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/26,Sanitizers,Wipes - Toilet Seat,Other. Flushable Toilet seat wipes,Pack of 5O,"R115,00",7650,"R879 750,00",lbusaphi Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Wet Wipes - Hand,Other. Pocket wet wipes,Pack,"R29,00",12000,"R348 000,00",Ngome Steam Pot (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Wet Wipes - Hand,Other. Pocket wet wipes,pack of72,"R55,00",12000,"R660 000,00",Velakabusha General Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Wet Wipes - Hand,Other. Pocket wet wipes,Pack,"R29,10",12000,"R349 200,00",Bhomela General Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/27,Sanitizers,Wet Wipes - Hand,Other. Pocket wet wipes,Pack,"R30,00",12000,"R360 000,00",Ntethe Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/24,Dispensers,Pump,Other. Plastic Hand Pump,1L,"R87,25",600,"R52 350,00",Ngezolusha Suppliers and Trading t/a Nduru Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Dispensers,Pump,Other. Plastic Hand Pump,1L,"R93,15",490,"R45 643,50",Umnyeovou Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Dispensers,Pump,Other. Plastic Hand Pump,1L,"R85,00",300,"R25 500,00",Info Tech Evolution
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Dispensers,Pump,Other. Plastic Hand Pump,1 L each,"R159,00",100,"R15 900,00",Umnyeovou Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Dispensers,Pump,Other. Plastic Hand Pump,1 L each,"R103,50",100,"R10 350,00",Mabugana Group t/a Aqua Amazing  
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Dispensers,Pump,Other. Plastic Hand Pump,1 L each,"R32,20",68,"R2 189,60",Zama Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Dispensers,Pump,Other. Plastic Hand Pump,1 L each,"R32,20",166,"R5 345,20",Zama Trading (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/20,Dispensers,Pump,Other. Plastic Hand Pump,1 L each,"R75,00",100,"R7 500,00",Beyond Hospitality Solutions
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/03/19,Dispensers,Pump,Other: Plastic Hand Pump,1 L each,"R75,00",100,"R7 500,00",Youth Development 12 (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Dispensers,Pump,Other. Plastic Hand Pump,1 L each,"R100,00",500,"R50 000,00",Siphiwenonkosi Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Social Development,2020/04/01,Dispensers,Pump,Other. Plastic Hand Pump,1L,"R100,00",18,"R1 800,00",Ntethe Trading (Pty) Ltd
