buyer_name,implementation_location_province,Vote,Department,items_description,supplier_name,supplier_numbers_other,payment_amount_zar,Commitment Amount,order_amount_zar
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Kettle ,TRIPLE 3 SERVICES,MAAA0754888,5400.00,R0.00,5400.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bins Perforated funnel top ,TRIPLE 3 SERVICES,MAAA0754888,31100.00,R0.00,31100.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bin storage brushed s/s ,TRIPLE 3 SERVICES,MAAA0754888,16800.00,R0.00,16800.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Whiteboard 900 x 600,TRIPLE 3 SERVICES,MAAA0754888,700.00,R0.00,700.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Whiteboard 900 x 900,TRIPLE 3 SERVICES,MAAA0754888,12300.00,R0.00,12300.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,CLEANER SPRAYER STIHL MODEL RE362 PLUS HIGH PRESSU,TRIPLE C MEDICAL SUPPLIES ,MAAA0829101,3672.00,R0.00,3672.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE LARGE C,TRIPLE M MANUFACTURING ,MAAA0582586,5991.50,R0.00,5991.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE EXTRA LA,TRIPLE M MANUFACTURING ,MAAA0582586,5991.50,R0.00,5991.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE MEDIUM,TRIPLE M MANUFACTURING ,MAAA0582586,5991.50,R0.00,5991.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE LARGE C,TRIPLE M MANUFACTURING ,MAAA0582586,8987.25,R0.00,8987.25
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE EXTRA LA,TRIPLE M MANUFACTURING ,MAAA0582586,5991.50,R0.00,5991.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVERALL PROTECTIVE BODY SUITS DISPOSABLE MEDIUM,TRIPLE M MANUFACTURING ,MAAA0582586,8987.25,R0.00,8987.25
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SURGICAL MASK ,Triple N Medical Distributors ,MAAA0001283,130200.00,R0.00,130200.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Bin, Large ",TRIPLE PEAKS ,MAAA0130826,8580.00,R0.00,8580.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Bin, office ",TRIPLE PEAKS ,MAAA0130826,2700.00,R0.00,2700.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Bin, square ",TRIPLE PEAKS ,MAAA0130826,9800.00,R0.00,9800.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Recliner ,TRIPLE PEAKS ,MAAA0130826,264990.00,R0.00,264990.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Recliner ,TRIPLE PEAKS ,MAAA0130826,52998.00,R0.00,52998.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Key Cabinet ,TRIPLE PEAKS ,MAAA0130826,8262.00,R0.00,8262.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,3 Tier trolley,TRIPLE PEAKS ,MAAA0130826,78680.00,R0.00,78680.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SHOE COVER ,Triple Peaks ,MAAA0130826,33600.00,R0.00,33600.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Waste Trolley, Large ",TRIWES ENGINEERING ,MAAA0043654,71796.80,R0.00,71796.80
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Waste Trolley, Small ",TRIWES ENGINEERING ,MAAA0043654,52354.90,R0.00,52354.90
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,SURGICAL MASK 3-PLY,Walking Tall Trading & Projects 99/T,MAAA0147333,14375000.00,R0.00,14375000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID MORTUARY - MASS FATALITY TEMPORARY FACILITY,WCGH ENGINEERING,- ,1467000.00,R0.00,1467000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Laryngoscope ,WELCH ALLYN ,MAAA0007964,95851.20,R0.00,95851.20
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Laryngoscope ,WELCH ALLYN ,MAAA0007964,143776.80,R0.00,143776.80
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Ambubag Adult ,WEST COAST TECHNOLOGY ,MAAA0184451,295000.00,R0.00,295000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451,3550.05,R0.00,3550.05
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451,5578.65,R0.00,5578.65
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Catheter stand ,WEST COAST TECHNOLOGY ,MAAA0184451,9614.00,R0.00,9614.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Catheter stand ,WEST COAST TECHNOLOGY ,MAAA0184451,920.00,R0.00,920.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Catheter stand ,WEST COAST TECHNOLOGY ,MAAA0184451,7245.00,R0.00,7245.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Dripstand ,WEST COAST TECHNOLOGY ,MAAA0184451,540270.00,R0.00,540270.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Dripstand ,WEST COAST TECHNOLOGY ,MAAA0184451,27013.50,R0.00,27013.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Dripstand ,WEST COAST TECHNOLOGY ,MAAA0184451,27013.50,R0.00,27013.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Flowmeter double ,WEST COAST TECHNOLOGY ,MAAA0184451,223560.00,R0.00,223560.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Flowmeter double ,WEST COAST TECHNOLOGY ,MAAA0184451,71012.50,R0.00,71012.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Flowmeter double ,WEST COAST TECHNOLOGY ,MAAA0184451,160425.00,R0.00,160425.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Flowmeter single ,WEST COAST TECHNOLOGY ,MAAA0184451,94300.00,R0.00,94300.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Flowmeter single ,WEST COAST TECHNOLOGY ,MAAA0184451,70725.00,R0.00,70725.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Flowmeter double ,WEST COAST TECHNOLOGY ,MAAA0184451,1495000.00,R0.00,1495000.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Hammer, reflex ",WEST COAST TECHNOLOGY ,MAAA0184451,1759.50,R0.00,1759.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Stethoscope ,WEST COAST TECHNOLOGY ,MAAA0184451,16560.00,R0.00,16560.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Stand Urine bag ,WEST COAST TECHNOLOGY ,MAAA0184451,8452.50,R0.00,8452.50
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451,1014.30,R0.00,1014.30
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451,1014.30,R0.00,1014.30
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Bougies ,WEST COAST TECHNOLOGY ,MAAA0184451,1014.30,R0.00,1014.30
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Dripstand ,WEST COAST TECHNOLOGY ,MAAA0184451,379500.00,R0.00,379500.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"Hammer, Reflex ",WEST COAST TECHNOLOGY ,MAAA0184451,4395.30,R0.00,4395.30
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Mobile Aneroid ,WEST COAST TECHNOLOGY ,MAAA0184451,948.75,R0.00,948.75
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,Hand Sanitizer ,XERUS ,MAAA0007334,84172.00,R0.00,84172.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"CLEANER, HAND, ALCOHOL, HAND RUB, 20LT",Xerus ,MAAA0007334,65629.35,R0.00,65629.35
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"CLEANER, HAND, ALCOHOL, HAND RUB, 500ML",Xerus ,MAAA0007334,2225.16,R0.00,2225.16
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"CLEANER, HAND, ALCOHOL, HAND RUB, 5LT",Xerus ,MAAA0007334,166128.80,R0.00,166128.80
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,COVID Palliative care - Lentegeur Hospital Palliative Car,eZAF Facility Construction Ward 99,MAAA0111924,2599087.00,R0.00,2599087.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,PPE KITS SMALL ,Zans African Medical ,MAAA0023543,268735.60,R0.00,268735.60
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,PPE KITS MEDUIM ,Zans African Medical ,MAAA0023543,27840.00,R0.00,27840.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,PPE KITS LARGE ,Zans African Medical ,MAAA0023543,577508.32,R0.00,577508.32
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"PPE KITS,X-LARGE ",Zans African Medical ,MAAA0023543,424020.00,R0.00,424020.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"PPE Kit, 2 x LARGE",Zans African Medical ,MAAA0023543,407836.80,R0.00,407836.80
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,PPE KIT X-LARGE ,Zans African Medical ,MAAA0023543,2826800.00,R0.00,2826800.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,PPE KIT X-LARGE ,Zans African Medical ,MAAA0023543,1896782.80,R0.00,1896782.80
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"PPE Kit, 2 x LARGE",Zans African Medical ,MAAA0023543,3823470.00,R0.00,3823470.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,"PPE Kit, 3 x LARGE",Zans African Medical ,MAAA0023543,718450.00,R0.00,718450.00
Western CapeDepartment of Health,Western Cape,6,Vote 6 : Health,PPE KITS SMALL ,Zans African Medical ,MAAA0023543,41133.00,R0.00,41133.00
Western CapeDepartment of Social Development,Western Cape,7,Vote 7 : Social Development,DISINFECTANT ,AB INDUSTRIAL AND HOME MAINTE,MAAA0160000,166566.00,R0.00,166566.00
Western CapeDepartment of Social Development,Western Cape,7,Vote 7 : Social Development,"SANITIZER DETERGENT , ALCOHOL BASED, GERMKILL, 100M",AB INDUSTRIAL AND HOME MAINTE,MAAA0160000,195500.00,R0.00,195500.00
Western CapeDepartment of Social Development,Western Cape,7,Vote 7 : Social Development,"THERMOMETER , NON-CONTACT, DIGITAL, INT-826",INTERMED ,MAAA0162480,73657.50,R0.00,73657.50
Western CapeDepartment of Social Development,Western Cape,7,Vote 7 : Social Development,"MASK,MEDICAL SURGICAL , FACE ",J AND J REWARDS (PTY) LTD ,MAAA0903642,195500.00,R0.00,195500.00
Western CapeDepartment of Social Development,Western Cape,7,Vote 7 : Social Development,"THERMOMETER , DIGITAL, LASER, INFRARED, NON-CONTA",SOLARGREENSA,MAAA0155055,2480.00,R0.00,2480.00
Western CapeDepartment of Social Development,Western Cape,7,Vote 7 : Social Development,"MASK,MEDICAL SURGICAL , FACE ",TRIPLE PEAKS COMMODITIES PTY LT,MAAA0130826,49700.00,R0.00,49700.00
Western CapeDepartment of Social Development,Western Cape,7,Vote 7 : Social Development,"MASK,MEDICAL SURGICAL , FACE ",VIRTUEDA HEALTH ,MAAA0784255,161000.00,R0.00,161000.00
Western CapeDepartment of Human Settlements,Western Cape,8,Vote 8 : Human Settlements,"MASK, PROTECTIVE ",SPARKS AND ELLIS ,MAAA0029943,19780.00,R0.00,19780.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,THERMOMETER ,ASSUR DEVELOPERS ,MAAA0589528,8910.00,R0.00,8910.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"COVERALL , PROTECTIVE BODYSUITS, DISPOSABLE, LARGE",ENIGMA DESIGNS ,MAAA0460917,16000.00,R0.00,16000.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"DISINFECTANT , PERESAL, 5 LT",ENIGMA DESIGNS ,MAAA0460917,2280.00,R0.00,2280.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"FOOTWEAR ,BOOT COVER,OVERSHOE,NON-WOVEN,SING",ENIGMA DESIGNS ,MAAA0460917,1000.00,R0.00,1000.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"GLOVE,EXAMINATION ",ENIGMA DESIGNS ,MAAA0460917,1800.00,R0.00,1800.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"GLOVES , HEAVY DUTY, BLACK, ELBOW LENGTH, ONE SIZE ",ENIGMA DESIGNS ,MAAA0460917,1400.00,R0.00,1400.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"GOGGLES,SAFETY ",ENIGMA DESIGNS ,MAAA0460917,6000.00,R0.00,6000.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"MASK,DUST , NON RETURN VALVE, CODE FFP2",ENIGMA DESIGNS ,MAAA0460917,18000.00,R0.00,18000.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"MASK,MEDICAL SURGICAL , FACE ",ENIGMA DESIGNS ,MAAA0460917,4349.94,R0.00,4349.94
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"BOTTLE , PLASTIC, SPRAY WITH TRIGGER, 500ML",MKENKE TRANSPORT AND PROJECT,MAAA0663881,6900.00,R0.00,6900.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"APRON , DISPOSABLE, WHITE ",TRIPLE 3 BAND SOLUTIONS (PTY,MAAA0384047,150.00,R0.00,150.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"BAG,CARRYING ,STRING,BLACK,COTTON TWILL,370MM X",TRIPLE 3 BAND SOLUTIONS (PTY,MAAA0384047,1500.00,R0.00,1500.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"DISPENSER,LIQUID , HAND SANITIZER DISPENSER, TOUCH FR",TRIPLE 3 BAND SOLUTIONS (PTY,MAAA0384047,6000.00,R0.00,6000.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"GLOVES,DISPOSABLE , SURGICAL, NO. 8 1/2",TRIPLE 3 BAND SOLUTIONS (PTY,MAAA0384047,5000.00,R0.00,5000.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"MASK,SAFETY , PROTECTIVE FACE MASK ",TRIPLE 3 BAND SOLUTIONS (PTY,MAAA0384047,25000.00,R0.00,25000.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"BOTTLE , PLASTIC, SPRAY WITH TRIGGER, 500ML",TRIPLE 3 SERVICES,MAAA0754888,2750.00,R0.00,2750.00
Western CapeDepartment of Environmental Affairs,Western Cape,9,Vote 9 : Environment Affairs,"CLEANER,HAND SANITISER, LIQUID, 5LT",TRIPLE 3 SERVICES,MAAA0754888,35500.00,R0.00,35500.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CATERING ,A GIERDIEN T/A CAPE MALAY CATE,N/a - not registered on CSD ,12375.00,R0.00,12375.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS (Amana Conference ce,AJ ROSSOUW,N/a - not registered on CSD ,36600.00,R0.00,36600.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,AM INITIATIVES (PTY) LTD T/A DUNN,N/a CASTLE - not registered on CSD ,116710.00,R0.00,116710.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,ARNISTON SEASIDE COTTAGES(PTY,TMAAA0695741,983535.00,R0.00,983535.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CATERING ,AW JOHNSON (AVRIL'S CATERING),MAAA0103821,96724.00,R0.00,96724.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,BELINDA MOSTERT (Magnolia Gue,MAAA0131181,29120.00,R0.00,29120.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,HIRE OF BRACKENGATE & OPERATING COSTS ,BIDVEST PROPERTIES (PROPRIETARY,MAAA0912629,2487604.49,R0.00,2487604.49
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"BOTTLE , PLASTIC, SPRAY WITH TRIGGER, 500ML",BIOEARTH LABORATORIES ,MAAA0591446,5980.00,R0.00,5980.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"BOTTLE , PLASTIC, SPRAY WITH TRIGGER, 500ML",BIOEARTH LABORATORIES ,MAAA0591446,20930.00,R0.00,20930.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"SANITIZER DETERGENT , HAND, SPRAY, 5L",BIOEARTH LABORATORIES ,MAAA0591446,4025000.00,R0.00,4025000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"SANITIZER DETERGENT , HAND, SPRAY, 5L",BIOEARTH LABORATORIES ,MAAA0591446,5175000.00,R0.00,5175000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"SANITIZER DETERGENT , HAND, SPRAY, 5L",BIOEARTH LABORATORIES ,MAAA0591446,5175000.00,R0.00,5175000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,HIRE OF CTICC HOSPITAL & STORAGE ,CAPE TOWN INTERNATIONAL CENT,EMAAA0131667,44641928.56,R0.00,44641928.56
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CATERING ,CARL'S EVENTS ,N/a - not registered on CSD ,41220.00,R0.00,41220.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CATERING ,CHEFS CONNECTION ,MAAA0280735,36570.00,R0.00,36570.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS (Laurel Cottages) ,CONSTANTIA COTTAGE ,N/a - not registered on CSD ,12180.00,R0.00,12180.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,DAMAS GUEST FARM ,MAAA0574686,339060.00,R0.00,339060.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,DENNEHOF KAROO GUESTHOUSE ,N/a - not registered on CSD ,12160.00,R0.00,12160.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,DU KLOOF LODGE CC ,MAAA0668393,260750.00,R0.00,260750.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CATERING ,EBRAHIM DAWOOD T/A MOUNTAI,N/a – not registered on CSD,1783456.46,R0.00,1783456.46
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"GLOVES, SURGICAL & EXAMINATION ",ENIGMA DESIGNS ,MAAA0460917,600000.00,R0.00,600000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"GLOVES, SURGICAL & EXAMINATION ",ENIGMA DESIGNS ,MAAA0460917,700000.00,R0.00,700000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,GANSBAAI BOARDING LODGE ,N/a - not registered on CSD ,94660.00,R0.00,94660.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,HARBOUR HOUSE HOTEL ,N/a - not registered on CSD ,22000.00,R0.00,22000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS (Signature Lux Hotel) ,HIGHWAY LUX(PTY) LTD ,MAAA0503930,1019040.00,R0.00,1019040.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,HOUW HOEK HOTEL ,MAAA0499170,4316070.00,R0.00,4316070.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,MASK SURGICAL ,IKHAYAPLAIN ,MAAA0076959,6250000.00,R0.00,6250000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,JAKASA GUESTHOUSE ,MAAA0913075,62735.30,R0.00,62735.30
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,DISINFECTANT SURFACE SPRAY (G-CIDE) ,KEPTRA TRADING ,MAAA0065830,6765.56,R0.00,6765.56
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,LA BELLE CREATIONS ,MAAA0396401,24600.00,R0.00,24600.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,LAGOON BEACH HOTEL ,MAAA0086927,47033880.40,R0.00,47033880.40
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,REFUNDABLE DEPOSIT FOR BRACKENGATE HIRE ,LLUVIA SUGAR DISTRIBUTORS(PTY)L,N/a - not registered on CSD ,330000.00,R0.00,330000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"GLOVES,DISPOSABLE , STERILE, LARGE ",MEDISA TRADING ,MAAA0316710,23103.45,R0.00,23103.45
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,MIDDELPLAAS PAARL GUESTHOUSE,N/a - not registered on CSD ,620540.00,R0.00,620540.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,MONTAGU COUNTRY HOTEL ,MAAA0014901,488655.00,R0.00,488655.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS (Swartberg Hotel) ,MONTDOR PRINCE ALBERT(PTY)LTD,MAAA0525666,31950.00,R0.00,31950.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"SHIELD,MEDICAL , VISOR, FACIAL, POLYPROP/CLEAR PVC",MPACT OPERATIONS ,MAAA0583055,6337.68,R0.00,6337.68
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"SHIELD,MEDICAL , VISOR, DISPOSABLE, HEADBAND/ARMS ",MPACT OPERATIONS ,MAAA0583055,34487.32,R0.00,34487.32
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"SHIELD,MEDICAL , VISOR, DISPOSABLE, HEADBAND/ARMS ",MPACT OPERATIONS ,MAAA0583055,34500.00,R0.00,34500.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CATERING ,MS YAEL TELIAS ,N/a - not registered on CSD ,12650.00,R0.00,12650.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CATERING ,MUSTADAFIN FOUNDATION ,MAAA0571900,17700.00,R0.00,17700.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"MANAGEMENT FEE, MEDICAL WASTE, SECURITY, LAUNDRY",MUSTER PROPERTY SERVICES (PTY),MAAA0838368,6874091.19,R0.00,6874091.19
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CATERING ,NAMAQUA CATERING(PTY) LTD ,N/a - not registered on CSD ,140671.40,R0.00,140671.40
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,OOM PIET ACCOMMODATION ,MAAA0745501,204350.00,R0.00,204350.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,PROTEA HOTEL DURBANVILLE ,MAAA0085024,2488435.75,R0.00,2488435.75
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,REEDS COUNTRY LODGE ,MAAA0902063,947810.00,R0.00,947810.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CTICC INSTALLATION COSTS & EQUIPMENT HIRE ,SCAN DISPLAY SOLUTIONS (PTY) LT,MAAA0042477,11405656.90,R0.00,11405656.90
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,MASK SURGICAL ,SHINE THE WAY 1065 CC,MAAA0214164,11500000.00,R0.00,11500000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,SWARTBERG GUESTHOUSE ,MAAA0913090,274200.00,R0.00,274200.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,ACCOMMODATION AND MEALS ,THE NEW TULBAGH HOTEL ,MAAA0410819,714000.00,R0.00,714000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,Red Dot Project Management ,TRANSPORT AND ECONOMIC SUPP,MAAA0365479,1906355.01,R0.00,1906355.01
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,CONS HOUS SUP:DIS PAPER/PLAST(Disposable Breathalyse,TRIPLE PEAKS COMMODITIES PTY LT,MAAA0130826,129000.00,R0.00,129000.00
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"DISINFECTANT , SANITISER, HAND, BE SAFE, PER ML ",TUSK CONSTRUCTION SUPPORT SER,MAAA0369431,30546.80,R0.00,30546.80
Western CapeDepartment of Transport and Public Works,Western Cape,10,Vote 10 : Transport and Public Works,"GLOVE,EXAMINATION , LATEX, SURGICAL, NON-ST, MEDIU",TUSK CONSTRUCTION SUPPORT SER,MAAA0369431,118624.50,R0.00,118624.50
